accession,cik,name,filing_date,acceptance_et,after_hours,items,label
0001110803-22-000035,0001110803,"ILLUMINA, INC.",2022-07-14,2022-07-14T16:02:53-04:00,True,"8.01,9.01",OTHER
0001110803-22-000026,0001110803,"ILLUMINA, INC.",2022-05-06,2022-05-06T17:12:11-04:00,True,"8.01,9.01",OTHER
0000950157-21-001099,0001110803,"ILLUMINA, INC.",2021-10-15,2021-10-14T21:08:51-04:00,True,"8.01,9.01",OTHER
0000950157-21-000850,0001110803,"ILLUMINA, INC.",2021-08-18,2021-08-18T17:05:26-04:00,True,"1.01,2.01,2.03,8.01,9.01",OTHER
0001193125-21-089600,0001110803,"ILLUMINA, INC.",2021-03-22,2021-03-22T16:31:09-04:00,True,"8.01,9.01",OTHER
0000950157-21-000344,0001110803,"ILLUMINA, INC.",2021-03-16,2021-03-16T16:21:27-04:00,True,8.01,OTHER
0001193125-21-079640,0001110803,"ILLUMINA, INC.",2021-03-12,2021-03-12T16:07:59-05:00,True,"8.01,9.01",OTHER
0000950157-21-000303,0001110803,"ILLUMINA, INC.",2021-03-04,2021-03-04T17:28:02-05:00,True,8.01,OTHER
0001110803-20-000066,0001110803,"ILLUMINA, INC.",2020-11-10,2020-11-09T18:50:24-05:00,True,8.01,OTHER
0000950157-20-001121,0001110803,"ILLUMINA, INC.",2020-09-21,2020-09-21T09:27:21-04:00,False,"1.01,8.01,9.01",OTHER
0001110803-19-000060,0001110803,"ILLUMINA, INC.",2019-12-18,2019-12-18T16:19:00-05:00,True,8.01,OTHER
0001110803-19-000031,0001110803,"ILLUMINA, INC.",2019-06-18,2019-06-18T06:14:36-04:00,False,8.01,OTHER
0000914475-24-000229,0000914475,NEUROCRINE BIOSCIENCES INC,2024-12-20,2024-12-20T08:06:42-05:00,False,8.01,REGULATORY
0000914475-24-000214,0000914475,NEUROCRINE BIOSCIENCES INC,2024-11-01,2024-11-01T08:31:33-04:00,False,8.01,OTHER
0000914475-23-000078,0000914475,NEUROCRINE BIOSCIENCES INC,2023-11-13,2023-11-13T07:01:14-05:00,False,8.01,OTHER
0000914475-23-000075,0000914475,NEUROCRINE BIOSCIENCES INC,2023-11-09,2023-11-09T17:03:30-05:00,True,8.01,OTHER
0000914475-23-000067,0000914475,NEUROCRINE BIOSCIENCES INC,2023-10-06,2023-10-06T09:00:44-04:00,False,8.01,OTHER
0000914475-23-000065,0000914475,NEUROCRINE BIOSCIENCES INC,2023-10-05,2023-10-05T07:02:38-04:00,False,"8.01,9.01",CLINICAL
0000914475-23-000062,0000914475,NEUROCRINE BIOSCIENCES INC,2023-09-12,2023-09-12T07:31:30-04:00,False,"8.01,9.01",CLINICAL
0000914475-23-000023,0000914475,NEUROCRINE BIOSCIENCES INC,2023-03-29,2023-03-28T20:44:59-04:00,True,8.01,OTHER
0000914475-23-000016,0000914475,NEUROCRINE BIOSCIENCES INC,2023-02-24,2023-02-23T19:14:07-05:00,True,8.01,OTHER
0000914475-22-000035,0000914475,NEUROCRINE BIOSCIENCES INC,2022-06-01,2022-05-31T21:04:02-04:00,True,8.01,OTHER
0000914475-22-000032,0000914475,NEUROCRINE BIOSCIENCES INC,2022-05-25,2022-05-24T21:44:44-04:00,True,"8.01,9.01",OTHER
0000914475-21-000064,0000914475,NEUROCRINE BIOSCIENCES INC,2021-12-23,2021-12-23T08:00:49-05:00,False,8.01,OTHER
0000914475-21-000009,0000914475,NEUROCRINE BIOSCIENCES INC,2021-02-02,2021-02-02T16:04:20-05:00,True,8.01,OTHER
0000914475-20-000043,0000914475,NEUROCRINE BIOSCIENCES INC,2020-11-24,2020-11-24T08:02:21-05:00,False,8.01,OTHER
0000914475-20-000040,0000914475,NEUROCRINE BIOSCIENCES INC,2020-11-19,2020-11-19T08:07:53-05:00,False,"8.01,9.01",OTHER
0000914475-20-000005,0000914475,NEUROCRINE BIOSCIENCES INC,2020-07-28,2020-07-28T16:10:31-04:00,True,8.01,OTHER
0001193125-20-191864,0000914475,NEUROCRINE BIOSCIENCES INC,2020-07-13,2020-07-13T16:05:56-04:00,True,8.01,REGULATORY
0001159036-25-000049,0001159036,"HALOZYME THERAPEUTICS, INC.",2025-11-07,2025-11-07T08:02:52-05:00,False,"8.01,9.01",OTHER
0001159036-25-000047,0001159036,"HALOZYME THERAPEUTICS, INC.",2025-11-05,2025-11-05T16:59:47-05:00,True,"1.01,2.03,8.01,9.01",OTHER
0001159036-23-000051,0001159036,"HALOZYME THERAPEUTICS, INC.",2023-09-07,2023-09-07T07:14:46-04:00,False,8.01,OTHER
0001159036-23-000017,0001159036,"HALOZYME THERAPEUTICS, INC.",2023-03-13,2023-03-13T08:47:04-04:00,False,8.01,OTHER
0001193125-22-221861,0001159036,"HALOZYME THERAPEUTICS, INC.",2022-08-16,2022-08-16T08:42:32-04:00,False,"8.01,9.01",OTHER
0001193125-22-220557,0001159036,"HALOZYME THERAPEUTICS, INC.",2022-08-15,2022-08-15T07:18:34-04:00,False,"8.01,9.01",OTHER
0001193125-21-055596,0001159036,"HALOZYME THERAPEUTICS, INC.",2021-02-25,2021-02-25T06:06:02-05:00,False,"8.01,9.01",OTHER
0001193125-21-052372,0001159036,"HALOZYME THERAPEUTICS, INC.",2021-02-23,2021-02-23T16:16:29-05:00,True,"8.01,9.01",OTHER
0001193125-19-294791,0001159036,"HALOZYME THERAPEUTICS, INC.",2019-11-18,2019-11-18T17:02:04-05:00,True,"1.01,1.02,2.03,3.02,8.01,9.01",OTHER
0001193125-19-291625,0001159036,"HALOZYME THERAPEUTICS, INC.",2019-11-14,2019-11-14T06:06:11-05:00,False,"8.01,9.01",OTHER
0001193125-19-289955,0001159036,"HALOZYME THERAPEUTICS, INC.",2019-11-12,2019-11-12T16:15:10-05:00,True,"8.01,9.01",OTHER
0001193125-19-171015,0001159036,"HALOZYME THERAPEUTICS, INC.",2019-06-12,2019-06-12T13:40:30-04:00,False,8.01,OTHER
0001193125-25-284609,0000874015,IONIS PHARMACEUTICALS INC,2025-11-17,2025-11-17T16:06:20-05:00,True,"1.01,2.03,3.02,8.01,9.01",OTHER
0001140361-25-019620,0000874015,IONIS PHARMACEUTICALS INC,2025-05-19,2025-05-19T07:18:21-04:00,False,"8.01,9.01",CLINICAL
0001140361-24-050057,0000874015,IONIS PHARMACEUTICALS INC,2024-12-20,2024-12-20T14:28:21-05:00,False,"8.01,9.01",REGULATORY
0001193125-24-217333,0000874015,IONIS PHARMACEUTICALS INC,2024-09-12,2024-09-11T18:02:54-04:00,True,"8.01,9.01",OTHER
0001193125-24-215939,0000874015,IONIS PHARMACEUTICALS INC,2024-09-09,2024-09-09T16:33:00-04:00,True,8.01,OTHER
0001140361-24-028247,0000874015,IONIS PHARMACEUTICALS INC,2024-05-31,2024-05-31T07:15:31-04:00,False,"8.01,9.01",CLINICAL
0001140361-24-018449,0000874015,IONIS PHARMACEUTICALS INC,2024-04-08,2024-04-08T06:04:00-04:00,False,"8.01,9.01",CLINICAL
0001140361-24-002995,0000874015,IONIS PHARMACEUTICALS INC,2024-01-22,2024-01-22T07:10:32-05:00,False,"8.01,9.01",CLINICAL
0001140361-23-058974,0000874015,IONIS PHARMACEUTICALS INC,2023-12-22,2023-12-21T20:27:19-05:00,True,"8.01,9.01",REGULATORY
0001140361-23-045170,0000874015,IONIS PHARMACEUTICALS INC,2023-09-26,2023-09-26T07:05:21-04:00,False,"8.01,9.01",CLINICAL
0001140361-23-041038,0000874015,IONIS PHARMACEUTICALS INC,2023-08-23,2023-08-23T17:14:52-04:00,True,8.01,OTHER
0001140361-23-040746,0000874015,IONIS PHARMACEUTICALS INC,2023-08-22,2023-08-21T19:05:32-04:00,True,8.01,OTHER
0001140361-23-033840,0000874015,IONIS PHARMACEUTICALS INC,2023-07-10,2023-07-10T07:00:20-04:00,False,"8.01,9.01",CLINICAL
0001193125-23-165273,0000874015,IONIS PHARMACEUTICALS INC,2023-06-12,2023-06-12T16:03:53-04:00,True,"1.01,2.03,3.02,8.01,9.01",OTHER
0001193125-23-161613,0000874015,IONIS PHARMACEUTICALS INC,2023-06-06,2023-06-06T16:12:01-04:00,True,"8.01,9.01",OTHER
0001140361-23-020335,0000874015,IONIS PHARMACEUTICALS INC,2023-04-26,2023-04-25T20:40:57-04:00,True,"8.01,9.01",REGULATORY
0001140361-23-019757,0000874015,IONIS PHARMACEUTICALS INC,2023-04-24,2023-04-24T07:00:28-04:00,False,"8.01,9.01",CLINICAL
0001140361-23-013852,0000874015,IONIS PHARMACEUTICALS INC,2023-03-27,2023-03-27T06:01:29-04:00,False,"8.01,9.01",CLINICAL
0001140361-22-026294,0000874015,IONIS PHARMACEUTICALS INC,2022-07-19,2022-07-19T06:02:08-04:00,False,"8.01,9.01",OTHER
0001140361-22-023541,0000874015,IONIS PHARMACEUTICALS INC,2022-06-21,2022-06-21T06:03:49-04:00,False,"8.01,9.01",CLINICAL
0001140361-21-039298,0000874015,IONIS PHARMACEUTICALS INC,2021-11-24,2021-11-24T09:29:14-05:00,False,"8.01,9.01",CLINICAL
0001140361-21-034722,0000874015,IONIS PHARMACEUTICALS INC,2021-10-18,2021-10-18T14:31:14-04:00,False,"8.01,9.01",CLINICAL
0001193125-21-113586,0000874015,IONIS PHARMACEUTICALS INC,2021-04-13,2021-04-12T21:13:33-04:00,True,"1.01,2.03,3.02,8.01,9.01",OTHER
0001140361-21-009508,0000874015,IONIS PHARMACEUTICALS INC,2021-03-23,2021-03-22T19:40:05-04:00,True,"8.01,9.01",CLINICAL
0001140361-20-027746,0000874015,IONIS PHARMACEUTICALS INC,2020-12-09,2020-12-09T06:13:37-05:00,False,"8.01,9.01",PRESENTATION
0001193125-20-268017,0000874015,IONIS PHARMACEUTICALS INC,2020-10-13,2020-10-13T08:43:31-04:00,False,"2.01,8.01,9.01",OTHER
0001193125-20-235408,0000874015,IONIS PHARMACEUTICALS INC,2020-08-31,2020-08-31T07:05:04-04:00,False,"1.01,8.01,9.01",OTHER
0000950170-24-134342,0001658247,"Crinetics Pharmaceuticals, Inc.",2024-12-09,2024-12-09T08:07:20-05:00,False,"8.01,9.01",REGULATORY
0001193125-24-235275,0001658247,"Crinetics Pharmaceuticals, Inc.",2024-10-09,2024-10-09T17:13:00-04:00,True,"8.01,9.01",OTHER
0000950170-24-109644,0001658247,"Crinetics Pharmaceuticals, Inc.",2024-09-26,2024-09-26T16:23:06-04:00,True,"8.01,9.01",REGULATORY
0001193125-24-165903,0001658247,"Crinetics Pharmaceuticals, Inc.",2024-06-21,2024-06-21T17:24:56-04:00,True,"8.01,9.01",OTHER
0001193125-24-055935,0001658247,"Crinetics Pharmaceuticals, Inc.",2024-03-01,2024-03-01T16:07:02-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001193125-23-234504,0001658247,"Crinetics Pharmaceuticals, Inc.",2023-09-13,2023-09-13T17:23:02-04:00,True,"8.01,9.01",OTHER
0000950170-23-007454,0001658247,"Crinetics Pharmaceuticals, Inc.",2023-03-13,2023-03-13T08:30:58-04:00,False,8.01,OTHER
0000950170-22-025709,0001658247,"Crinetics Pharmaceuticals, Inc.",2022-11-28,2022-11-28T08:32:49-05:00,False,"8.01,9.01",REGULATORY
0000950170-22-019537,0001658247,"Crinetics Pharmaceuticals, Inc.",2022-10-13,2022-10-13T08:32:01-04:00,False,"8.01,9.01",OTHER
0001193125-22-104334,0001658247,"Crinetics Pharmaceuticals, Inc.",2022-04-13,2022-04-13T16:26:35-04:00,True,"8.01,9.01",OTHER
0000950170-22-004123,0001658247,"Crinetics Pharmaceuticals, Inc.",2022-03-18,2022-03-17T18:22:20-04:00,True,8.01,OTHER
0001564590-22-001071,0001658247,"Crinetics Pharmaceuticals, Inc.",2022-01-12,2022-01-12T07:35:16-05:00,False,8.01,PRESENTATION
0001564590-21-055080,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-11-08,2021-11-08T08:53:24-05:00,False,8.01,CLINICAL
0001193125-21-304041,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-10-21,2021-10-21T16:24:05-04:00,True,"8.01,9.01",OTHER
0001564590-21-051031,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-10-18,2021-10-18T16:08:26-04:00,True,8.01,OTHER
0001564590-21-048956,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-09-27,2021-09-27T07:54:38-04:00,False,8.01,OTHER
0001564590-21-034687,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-06-28,2021-06-28T07:30:29-04:00,False,8.01,OTHER
0001193125-21-110225,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-04-08,2021-04-08T16:09:56-04:00,True,"8.01,9.01",OTHER
0001564590-21-004179,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-02-04,2021-02-04T07:00:23-05:00,False,8.01,CLINICAL
0001564590-21-003931,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-02-03,2021-02-03T07:00:22-05:00,False,8.01,CLINICAL
0001564590-21-000325,0001658247,"Crinetics Pharmaceuticals, Inc.",2021-01-06,2021-01-06T07:00:28-05:00,False,8.01,PRESENTATION
0001564590-20-044046,0001658247,"Crinetics Pharmaceuticals, Inc.",2020-09-21,2020-09-21T07:30:13-04:00,False,8.01,REGULATORY
0001193125-20-108092,0001658247,"Crinetics Pharmaceuticals, Inc.",2020-04-15,2020-04-15T16:06:13-04:00,True,"8.01,9.01",OTHER
0001193125-25-331244,0001326110,"ImmunityBio, Inc.",2025-12-29,2025-12-23T19:25:40-05:00,True,"1.01,8.01,9.01",OTHER
0001326110-25-000143,0001326110,"ImmunityBio, Inc.",2025-12-12,2025-12-12T07:01:54-05:00,False,"8.01,9.01",REGULATORY
0001193125-25-177024,0001326110,"ImmunityBio, Inc.",2025-08-08,2025-08-08T16:30:53-04:00,True,"8.01,9.01",OTHER
0001193125-25-112057,0001326110,"ImmunityBio, Inc.",2025-05-05,2025-05-05T07:15:22-04:00,False,"8.01,9.01",REGULATORY
0001193125-24-274871,0001326110,"ImmunityBio, Inc.",2024-12-11,2024-12-11T07:46:30-05:00,False,"1.01,8.01,9.01",OTHER
0001193125-24-274438,0001326110,"ImmunityBio, Inc.",2024-12-10,2024-12-10T17:28:29-05:00,True,"8.01,9.01",OTHER
0001326110-24-000115,0001326110,"ImmunityBio, Inc.",2024-11-19,2024-11-19T08:01:45-05:00,False,"8.01,9.01",CLINICAL
0001326110-24-000003,0001326110,"ImmunityBio, Inc.",2024-01-02,2024-01-02T06:08:31-05:00,False,"1.01,2.03,3.02,8.01,9.01",OTHER
0001326110-23-000121,0001326110,"ImmunityBio, Inc.",2023-09-11,2023-09-11T06:25:05-04:00,False,"1.01,2.03,3.02,8.01,9.01",OTHER
0001326110-23-000112,0001326110,"ImmunityBio, Inc.",2023-09-01,2023-09-01T08:30:58-04:00,False,"8.01,9.01",OTHER
0001326110-23-000102,0001326110,"ImmunityBio, Inc.",2023-08-15,2023-08-15T16:15:56-04:00,True,"8.01,9.01",OTHER
0001193125-23-190491,0001326110,"ImmunityBio, Inc.",2023-07-20,2023-07-20T16:07:29-04:00,True,"8.01,9.01",OTHER
0001326110-23-000063,0001326110,"ImmunityBio, Inc.",2023-05-11,2023-05-11T06:45:11-04:00,False,"8.01,9.01",REGULATORY
0001326110-23-000023,0001326110,"ImmunityBio, Inc.",2023-03-20,2023-03-20T08:31:31-04:00,False,"8.01,9.01",REGULATORY
0001326110-23-000014,0001326110,"ImmunityBio, Inc.",2023-02-13,2023-02-13T08:02:31-05:00,False,"8.01,9.01",OTHER
0001326110-22-000076,0001326110,"ImmunityBio, Inc.",2022-12-05,2022-12-05T10:51:43-05:00,False,"8.01,9.01",OTHER
0001193125-21-190551,0001326110,"ImmunityBio, Inc.",2021-06-15,2021-06-15T07:11:00-04:00,False,"5.07,8.01,9.01",REGULATORY
0001193125-21-057184,0001326110,"ImmunityBio, Inc.",2021-02-25,2021-02-25T17:15:13-05:00,True,8.01,OTHER
0001193125-21-054808,0001326110,"ImmunityBio, Inc.",2021-02-24,2021-02-24T16:59:07-05:00,True,"8.01,9.01",OTHER
0001193125-20-322298,0001326110,"ImmunityBio, Inc.",2020-12-21,2020-12-21T07:23:00-05:00,False,"8.01,9.01",CLINICAL
0001193125-20-179095,0001326110,"ImmunityBio, Inc.",2020-06-25,2020-06-25T16:28:03-04:00,True,"8.01,9.01",OTHER
0001193125-20-177788,0001326110,"ImmunityBio, Inc.",2020-06-24,2020-06-24T17:26:38-04:00,True,"8.01,9.01",OTHER
0001193125-19-169172,0001326110,"ImmunityBio, Inc.",2019-06-10,2019-06-10T16:04:01-04:00,True,"8.01,9.01",OTHER
0001438533-25-000049,0001438533,"Travere Therapeutics, Inc.",2025-09-10,2025-09-10T07:05:26-04:00,False,8.01,REGULATORY
0001438533-25-000032,0001438533,"Travere Therapeutics, Inc.",2025-05-15,2025-05-15T16:29:26-04:00,True,8.01,REGULATORY
0001438533-25-000020,0001438533,"Travere Therapeutics, Inc.",2025-04-30,2025-04-29T17:54:56-04:00,True,8.01,REGULATORY
0001438533-25-000012,0001438533,"Travere Therapeutics, Inc.",2025-03-17,2025-03-17T16:57:21-04:00,True,8.01,REGULATORY
0001438533-25-000004,0001438533,"Travere Therapeutics, Inc.",2025-02-11,2025-02-11T07:05:09-05:00,False,8.01,REGULATORY
0001193125-24-254153,0001438533,"Travere Therapeutics, Inc.",2024-11-08,2024-11-08T16:13:55-05:00,True,"8.01,9.01",OTHER
0001438533-24-000038,0001438533,"Travere Therapeutics, Inc.",2024-09-26,2024-09-26T16:02:49-04:00,True,8.01,OTHER
0001438533-24-000035,0001438533,"Travere Therapeutics, Inc.",2024-09-06,2024-09-05T17:47:22-04:00,True,"8.01,9.01",REGULATORY
0001438533-24-000016,0001438533,"Travere Therapeutics, Inc.",2024-04-24,2024-04-24T16:05:22-04:00,True,"8.01,9.01",REGULATORY
0001438533-24-000007,0001438533,"Travere Therapeutics, Inc.",2024-02-23,2024-02-23T16:05:34-05:00,True,"8.01,9.01",REGULATORY
0001438533-23-000050,0001438533,"Travere Therapeutics, Inc.",2023-12-04,2023-12-04T16:10:22-05:00,True,"2.05,8.01,9.01",OTHER
0001193125-23-239098,0001438533,"Travere Therapeutics, Inc.",2023-09-21,2023-09-21T07:35:54-04:00,False,8.01,CLINICAL
0001438533-23-000030,0001438533,"Travere Therapeutics, Inc.",2023-05-31,2023-05-31T16:57:16-04:00,True,"8.01,9.01",CLINICAL
0001438533-23-000018,0001438533,"Travere Therapeutics, Inc.",2023-05-01,2023-05-01T16:07:06-04:00,True,"8.01,9.01",CLINICAL
0001193125-23-056553,0001438533,"Travere Therapeutics, Inc.",2023-03-01,2023-03-01T17:17:40-05:00,True,"8.01,9.01",OTHER
0001438533-23-000002,0001438533,"Travere Therapeutics, Inc.",2023-02-17,2023-02-17T16:06:10-05:00,True,"8.01,9.01",REGULATORY
0001438533-22-000044,0001438533,"Travere Therapeutics, Inc.",2022-10-13,2022-10-13T17:05:25-04:00,True,8.01,REGULATORY
0001438533-22-000042,0001438533,"Travere Therapeutics, Inc.",2022-08-22,2022-08-22T16:43:36-04:00,True,"8.01,9.01",REGULATORY
0001438533-22-000029,0001438533,"Travere Therapeutics, Inc.",2022-05-16,2022-05-16T16:47:54-04:00,True,"8.01,9.01",REGULATORY
0001438533-22-000010,0001438533,"Travere Therapeutics, Inc.",2022-03-21,2022-03-21T16:09:47-04:00,True,"8.01,9.01",REGULATORY
0001193125-22-073387,0001438533,"Travere Therapeutics, Inc.",2022-03-11,2022-03-11T16:06:43-05:00,True,"1.01,2.03,8.01,9.01",OTHER
0001438533-21-000056,0001438533,"Travere Therapeutics, Inc.",2021-12-15,2021-12-15T17:27:25-05:00,True,"8.01,9.01",CLINICAL
0001438533-21-000039,0001438533,"Travere Therapeutics, Inc.",2021-09-07,2021-09-07T17:28:53-04:00,True,"8.01,9.01",REGULATORY
0001438533-21-000036,0001438533,"Travere Therapeutics, Inc.",2021-08-16,2021-08-16T16:18:21-04:00,True,"8.01,9.01",CLINICAL
0001438533-21-000021,0001438533,"Travere Therapeutics, Inc.",2021-05-25,2021-05-25T16:44:35-04:00,True,"8.01,9.01",REGULATORY
0001193125-21-041753,0001438533,"Travere Therapeutics, Inc.",2021-02-12,2021-02-12T16:46:59-05:00,True,"8.01,9.01",OTHER
0001438533-21-000002,0001438533,"Travere Therapeutics, Inc.",2021-02-02,2021-02-02T16:10:20-05:00,True,"8.01,9.01",CLINICAL
0001438533-20-000033,0001438533,"Travere Therapeutics, Inc.",2020-11-12,2020-11-12T16:08:10-05:00,True,"8.01,9.01",OTHER
0001438533-20-000026,0001438533,"Travere Therapeutics, Inc.",2020-10-22,2020-10-22T16:05:20-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-20-164649,0001438533,"Travere Therapeutics, Inc.",2020-06-09,2020-06-09T16:08:04-04:00,True,"8.01,9.01",OTHER
0001438533-20-000015,0001438533,"Travere Therapeutics, Inc.",2020-06-08,2020-06-08T16:00:38-04:00,True,"8.01,9.01",OTHER
0001193125-19-226355,0001438533,"Travere Therapeutics, Inc.",2019-08-22,2019-08-22T06:30:11-04:00,False,8.01,CLINICAL
0000950170-24-116856,0001761918,"Erasca, Inc.",2024-10-24,2024-10-24T08:10:07-04:00,False,8.01,CLINICAL
0000950170-24-076474,0001761918,"Erasca, Inc.",2024-06-24,2024-06-24T09:15:10-04:00,False,8.01,OTHER
0001193125-24-141066,0001761918,"Erasca, Inc.",2024-05-17,2024-05-17T06:05:03-04:00,False,"8.01,9.01",OTHER
0001193125-24-140591,0001761918,"Erasca, Inc.",2024-05-16,2024-05-16T16:21:14-04:00,True,"1.01,2.05,8.01,9.01",PRESENTATION
0000950170-23-069212,0001761918,"Erasca, Inc.",2023-12-11,2023-12-11T09:19:11-05:00,False,8.01,REGULATORY
0000950170-23-066250,0001761918,"Erasca, Inc.",2023-11-28,2023-11-28T09:21:52-05:00,False,"8.01,9.01",INVALID:I cannot provide a classification withou
0000950170-23-045056,0001761918,"Erasca, Inc.",2023-08-29,2023-08-29T16:05:27-04:00,True,8.01,OTHER
0000950170-23-026427,0001761918,"Erasca, Inc.",2023-06-05,2023-06-05T17:06:08-04:00,True,"8.01,9.01",PRESENTATION
0000950170-23-024292,0001761918,"Erasca, Inc.",2023-05-25,2023-05-25T17:10:38-04:00,True,8.01,CLINICAL
0000950170-23-013370,0001761918,"Erasca, Inc.",2023-04-19,2023-04-19T09:01:19-04:00,False,8.01,CLINICAL
0001193125-23-028869,0001761918,"Erasca, Inc.",2023-02-09,2023-02-08T21:39:37-05:00,True,"8.01,9.01",PRESENTATION
0001193125-22-301902,0001761918,"Erasca, Inc.",2022-12-09,2022-12-09T17:27:05-05:00,True,"3.02,8.01,9.01",OTHER
0001193125-22-301402,0001761918,"Erasca, Inc.",2022-12-09,2022-12-09T07:19:00-05:00,False,"1.01,3.02,8.01,9.01",PRESENTATION
0001193125-22-240127,0001761918,"Erasca, Inc.",2022-09-07,2022-09-07T17:16:41-04:00,True,"8.01,9.01",PRESENTATION
0001193125-21-219642,0001761918,"Erasca, Inc.",2021-07-20,2021-07-20T16:11:31-04:00,True,"5.03,8.01,9.01",OTHER
0001193125-25-180841,0000886163,LIGAND PHARMACEUTICALS INC,2025-08-14,2025-08-14T16:41:13-04:00,True,"1.01,2.03,3.02,8.01,9.01",OTHER
0001193125-25-177452,0000886163,LIGAND PHARMACEUTICALS INC,2025-08-11,2025-08-11T07:25:43-04:00,False,"1.01,8.01,9.01",OTHER
0000886163-24-000051,0000886163,LIGAND PHARMACEUTICALS INC,2024-06-27,2024-06-27T09:10:50-04:00,False,8.01,OTHER
0000886163-24-000047,0000886163,LIGAND PHARMACEUTICALS INC,2024-06-18,2024-06-18T17:14:37-04:00,True,8.01,REGULATORY
0000886163-24-000039,0000886163,LIGAND PHARMACEUTICALS INC,2024-05-30,2024-05-30T16:03:43-04:00,True,8.01,OTHER
0000886163-24-000002,0000886163,LIGAND PHARMACEUTICALS INC,2024-01-08,2024-01-05T17:50:28-05:00,True,8.01,REGULATORY
0000886163-23-000078,0000886163,LIGAND PHARMACEUTICALS INC,2023-10-18,2023-10-18T09:03:16-04:00,False,8.01,OTHER
0000886163-23-000053,0000886163,LIGAND PHARMACEUTICALS INC,2023-09-18,2023-09-18T17:26:00-04:00,True,8.01,OTHER
0000886163-23-000009,0000886163,LIGAND PHARMACEUTICALS INC,2023-03-13,2023-03-13T08:02:20-04:00,False,8.01,OTHER
0001193125-22-256260,0000886163,LIGAND PHARMACEUTICALS INC,2022-10-03,2022-10-03T09:18:01-04:00,False,"8.01,9.01",OTHER
0001193125-22-082890,0000886163,LIGAND PHARMACEUTICALS INC,2022-03-23,2022-03-23T17:25:21-04:00,True,"8.01,9.01",OTHER
0000886163-21-000123,0000886163,LIGAND PHARMACEUTICALS INC,2021-08-16,2021-08-16T16:15:57-04:00,True,8.01,CLINICAL
0000886163-21-000112,0000886163,LIGAND PHARMACEUTICALS INC,2021-07-21,2021-07-21T09:05:26-04:00,False,8.01,OTHER
0000886163-20-000141,0000886163,LIGAND PHARMACEUTICALS INC,2020-12-21,2020-12-21T08:39:58-05:00,False,"8.01,9.01",OTHER
0000886163-20-000129,0000886163,LIGAND PHARMACEUTICALS INC,2020-12-03,2020-12-02T20:05:47-05:00,True,8.01,OTHER
0000886163-20-000126,0000886163,LIGAND PHARMACEUTICALS INC,2020-11-23,2020-11-23T08:32:56-05:00,False,8.01,OTHER
0000886163-20-000034,0000886163,LIGAND PHARMACEUTICALS INC,2020-04-02,2020-04-02T16:18:25-04:00,True,"8.01,9.01",OTHER
0000886163-20-000009,0000886163,LIGAND PHARMACEUTICALS INC,2020-02-11,2020-02-11T16:28:06-05:00,True,"1.01,8.01,9.01",OTHER
0000886163-20-000002,0000886163,LIGAND PHARMACEUTICALS INC,2020-01-10,2020-01-10T13:55:00-05:00,False,8.01,OTHER
0000886163-19-000169,0000886163,LIGAND PHARMACEUTICALS INC,2019-09-12,2019-09-11T20:08:45-04:00,True,8.01,OTHER
0000886163-19-000167,0000886163,LIGAND PHARMACEUTICALS INC,2019-09-12,2019-09-11T17:49:22-04:00,True,8.01,OTHER
0000886163-19-000126,0000886163,LIGAND PHARMACEUTICALS INC,2019-07-24,2019-07-23T18:25:04-04:00,True,8.01,OTHER
0000886163-19-000117,0000886163,LIGAND PHARMACEUTICALS INC,2019-07-03,2019-07-02T19:14:25-04:00,True,8.01,OTHER
0001193125-19-170732,0000886163,LIGAND PHARMACEUTICALS INC,2019-06-12,2019-06-12T07:16:53-04:00,False,8.01,OTHER
0000886163-19-000095,0000886163,LIGAND PHARMACEUTICALS INC,2019-06-03,2019-06-03T16:13:59-04:00,True,8.01,OTHER
0000886163-19-000088,0000886163,LIGAND PHARMACEUTICALS INC,2019-05-24,2019-05-24T16:28:06-04:00,True,"1.01,8.01",OTHER
0000886163-19-000059,0000886163,LIGAND PHARMACEUTICALS INC,2019-04-22,2019-04-22T07:55:27-04:00,False,8.01,OTHER
0000886163-19-000024,0000886163,LIGAND PHARMACEUTICALS INC,2019-02-07,2019-02-06T20:19:11-05:00,True,8.01,OTHER
0000886163-19-000022,0000886163,LIGAND PHARMACEUTICALS INC,2019-01-28,2019-01-28T09:00:55-05:00,False,8.01,OTHER
0001193125-25-138452,0001070494,ACADIA PHARMACEUTICALS INC,2025-06-10,2025-06-10T16:06:24-04:00,True,8.01,OTHER
0001193125-25-123175,0001070494,ACADIA PHARMACEUTICALS INC,2025-05-20,2025-05-20T16:31:51-04:00,True,"1.01,8.01",OTHER
0001193125-24-064791,0001070494,ACADIA PHARMACEUTICALS INC,2024-03-11,2024-03-11T16:05:55-04:00,True,8.01,CLINICAL
