accession,cik,name,filing_date,acceptance_et,after_hours,items,label
0001274737-25-000003,0001274737,EXAGEN INC.,2025-01-13,2025-01-13T08:00:39-05:00,False,"2.02,8.01,9.01",OTHER
0001193125-24-044664,0001746466,"Equillium, Inc.",2024-02-23,2024-02-23T17:12:11-05:00,True,"2.02,8.01,9.01",OTHER
0000950170-23-061084,0001746466,"Equillium, Inc.",2023-11-08,2023-11-08T16:05:10-05:00,True,"2.02,8.01,9.01",CLINICAL
0001564590-19-042913,0001746466,"Equillium, Inc.",2019-11-12,2019-11-12T16:10:27-05:00,True,"2.02,5.02,8.01,9.01",OTHER
0001728117-22-000035,0001728117,"Gossamer Bio, Inc.",2022-04-25,2022-04-25T08:14:06-04:00,False,"2.02,8.01",CLINICAL
0000950170-25-105474,0000818033,"HERON THERAPEUTICS, INC. /DE/",2025-08-08,2025-08-08T07:45:30-04:00,False,"1.01,2.02,2.03,3.02,8.01,9.01",OTHER
0001193125-21-114670,0001262104,"Lite Strategy, Inc.",2021-04-13,2021-04-13T16:04:10-04:00,True,"2.02,8.01,9.01",PRESENTATION
0001193125-24-247643,0001534133,"CalciMedica, Inc.",2024-10-30,2024-10-30T16:56:52-04:00,True,"2.02,8.01,9.01",OTHER
0001193125-23-268948,0001534133,"CalciMedica, Inc.",2023-11-02,2023-11-02T09:26:00-04:00,False,"2.02,8.01,9.01",CLINICAL
0001140361-23-004345,0001411690,"Bionano Genomics, Inc.",2023-02-03,2023-02-03T08:30:28-05:00,False,"2.02,8.01",OTHER
0001411690-21-000029,0001411690,"Bionano Genomics, Inc.",2021-11-04,2021-11-04T16:05:05-04:00,True,"2.02,8.01,9.01",OTHER
0001411690-21-000022,0001411690,"Bionano Genomics, Inc.",2021-08-04,2021-08-04T16:02:39-04:00,True,"2.02,8.01,9.01",OTHER
0001411690-21-000012,0001411690,"Bionano Genomics, Inc.",2021-05-13,2021-05-13T16:01:07-04:00,True,"2.02,8.01,9.01",OTHER
0001411690-21-000002,0001411690,"Bionano Genomics, Inc.",2021-03-23,2021-03-23T16:04:46-04:00,True,"2.02,8.01,9.01",OTHER
0001140361-21-001495,0001411690,"Bionano Genomics, Inc.",2021-01-20,2021-01-19T17:59:42-05:00,True,"2.02,8.01",OTHER
0001140361-21-000504,0001411690,"Bionano Genomics, Inc.",2021-01-07,2021-01-07T16:41:03-05:00,True,"2.02,8.01,9.01",OTHER
0001140361-20-018910,0001411690,"Bionano Genomics, Inc.",2020-08-24,2020-08-24T07:35:16-04:00,False,"1.01,2.01,2.02,2.03,3.02,8.01,9.01",OTHER
0001140361-20-011663,0001411690,"Bionano Genomics, Inc.",2020-05-14,2020-05-14T17:28:20-04:00,True,"2.02,8.01,9.01",OTHER
0001824293-21-000018,0001824293,"GRI Bio, Inc.",2021-11-12,2021-11-12T08:06:30-05:00,False,"2.02,8.01,9.01",OTHER
0001640334-25-001184,0001621221,"ARTELO BIOSCIENCES, INC.",2025-07-11,2025-07-11T16:36:40-04:00,True,"2.02,8.01,9.01",OTHER
