accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0001140361-24-028106,0001124105,"GYRE THERAPEUTICS, INC.",2024-05-30,2024-05-30T16:05:20-04:00,True,"7.01,8.01,9.01",REGULATORY
0001140361-24-024799,0001124105,"GYRE THERAPEUTICS, INC.",2024-05-08,2024-05-08T08:00:22-04:00,False,"7.01,8.01,9.01",OTHER
0001140361-24-014493,0001124105,"GYRE THERAPEUTICS, INC.",2024-03-21,2024-03-21T07:15:51-04:00,False,"5.02,7.01,9.01",OTHER
0001140361-24-008051,0001124105,"GYRE THERAPEUTICS, INC.",2024-02-14,2024-02-14T17:16:03-05:00,True,"2.02,7.01,9.01",OTHER
0001140361-23-056503,0001124105,"GYRE THERAPEUTICS, INC.",2023-12-06,2023-12-06T16:01:15-05:00,True,"7.01,9.01",OTHER
0001140361-23-053086,0001124105,"GYRE THERAPEUTICS, INC.",2023-11-14,2023-11-14T07:01:22-05:00,False,"7.01,9.01",OTHER
0001140361-23-052715,0001124105,"GYRE THERAPEUTICS, INC.",2023-11-13,2023-11-13T07:01:19-05:00,False,"7.01,9.01",OTHER
0001140361-23-051485,0001124105,"GYRE THERAPEUTICS, INC.",2023-11-06,2023-11-06T06:06:32-05:00,False,"7.01,9.01",OTHER
0001140361-23-050292,0001124105,"GYRE THERAPEUTICS, INC.",2023-10-30,2023-10-30T17:17:21-04:00,True,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,7.01,9.01",OTHER
0001140361-23-050007,0001124105,"GYRE THERAPEUTICS, INC.",2023-10-27,2023-10-27T17:27:49-04:00,True,"7.01,9.01",OTHER
0001140361-23-012659,0001124105,"GYRE THERAPEUTICS, INC.",2023-03-21,2023-03-21T06:03:53-04:00,False,"7.01,9.01",PRESENTATION
0001140361-22-046943,0001124105,"GYRE THERAPEUTICS, INC.",2022-12-27,2022-12-27T07:00:33-05:00,False,"1.01,2.01,3.02,5.02,5.03,7.01,8.01,9.01",OTHER
0001140361-22-025671,0001124105,"GYRE THERAPEUTICS, INC.",2022-07-11,2022-07-11T10:45:57-04:00,False,"7.01,9.01",INVALID:I need to see the actual content of Exhi
0001193125-22-007230,0001124105,"GYRE THERAPEUTICS, INC.",2022-01-12,2022-01-12T06:31:09-05:00,False,"7.01,9.01",PRESENTATION
0001193125-21-285231,0001124105,"GYRE THERAPEUTICS, INC.",2021-09-28,2021-09-28T13:22:00-04:00,False,"7.01,9.01",PRESENTATION
0001193125-21-265927,0001124105,"GYRE THERAPEUTICS, INC.",2021-09-07,2021-09-07T06:07:20-04:00,False,"7.01,9.01",PRESENTATION
0001193125-21-237049,0001124105,"GYRE THERAPEUTICS, INC.",2021-08-05,2021-08-05T08:07:16-04:00,False,"2.02,7.01,9.01",OTHER
0001193125-21-218332,0001124105,"GYRE THERAPEUTICS, INC.",2021-07-19,2021-07-19T12:24:00-04:00,False,"7.01,9.01",PRESENTATION
0001193125-21-152579,0001124105,"GYRE THERAPEUTICS, INC.",2021-05-06,2021-05-06T08:06:54-04:00,False,"2.02,7.01,9.01",OTHER
0001193125-21-150867,0001124105,"GYRE THERAPEUTICS, INC.",2021-05-05,2021-05-05T08:06:01-04:00,False,"7.01,9.01",CLINICAL
0001193125-21-066564,0001124105,"GYRE THERAPEUTICS, INC.",2021-03-03,2021-03-03T07:01:19-05:00,False,"7.01,9.01",PRESENTATION
0001193125-21-017716,0001124105,"GYRE THERAPEUTICS, INC.",2021-01-26,2021-01-26T16:16:14-05:00,True,"7.01,9.01",PRESENTATION
0001193125-20-316662,0001124105,"GYRE THERAPEUTICS, INC.",2020-12-14,2020-12-14T11:50:50-05:00,False,"7.01,9.01",PRESENTATION
0001193125-20-295393,0001124105,"GYRE THERAPEUTICS, INC.",2020-11-17,2020-11-17T06:07:07-05:00,False,"7.01,9.01",PRESENTATION
0001193125-20-248122,0001124105,"GYRE THERAPEUTICS, INC.",2020-09-17,2020-09-17T16:52:07-04:00,True,"7.01,9.01",PRESENTATION
0001193125-20-172413,0001124105,"GYRE THERAPEUTICS, INC.",2020-06-18,2020-06-18T16:02:13-04:00,True,"7.01,9.01",PRESENTATION
0001193125-20-027470,0001124105,"GYRE THERAPEUTICS, INC.",2020-02-07,2020-02-07T08:39:40-05:00,False,"7.01,9.01",PRESENTATION
0001193125-20-003521,0001124105,"GYRE THERAPEUTICS, INC.",2020-01-08,2020-01-08T08:30:43-05:00,False,"7.01,9.01",PRESENTATION
0001437749-25-029349,0001855175,"Contineum Therapeutics, Inc.",2025-09-18,2025-09-18T08:16:26-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-25-273107,0001671858,"ARS Pharmaceuticals, Inc.",2025-11-10,2025-11-10T06:02:51-05:00,False,"2.02,7.01,9.01",OTHER
0000950170-25-107617,0001671858,"ARS Pharmaceuticals, Inc.",2025-08-13,2025-08-13T07:02:11-04:00,False,"2.02,7.01,9.01",OTHER
0001193125-25-005014,0001671858,"ARS Pharmaceuticals, Inc.",2025-01-13,2025-01-13T08:08:13-05:00,False,"2.02,7.01,9.01",OTHER
0001193125-24-198384,0001671858,"ARS Pharmaceuticals, Inc.",2024-08-12,2024-08-12T07:59:39-04:00,False,"7.01,8.01,9.01",PRESENTATION
0001193125-24-172166,0001671858,"ARS Pharmaceuticals, Inc.",2024-06-28,2024-06-28T15:15:56-04:00,False,"7.01,9.01",PRESENTATION
0001193125-24-171204,0001671858,"ARS Pharmaceuticals, Inc.",2024-06-28,2024-06-28T06:46:32-04:00,False,"7.01,8.01,9.01",PRESENTATION
0001193125-24-135721,0001671858,"ARS Pharmaceuticals, Inc.",2024-05-10,2024-05-10T07:01:05-04:00,False,"7.01,9.01",PRESENTATION
0001193125-24-061842,0001671858,"ARS Pharmaceuticals, Inc.",2024-03-07,2024-03-07T12:56:52-05:00,False,"2.02,7.01,9.01",PRESENTATION
0001193125-23-241345,0001671858,"ARS Pharmaceuticals, Inc.",2023-09-25,2023-09-25T16:17:04-04:00,True,"7.01,9.01",PRESENTATION
0001193125-23-146147,0001671858,"ARS Pharmaceuticals, Inc.",2023-05-16,2023-05-16T16:31:16-04:00,True,"7.01,9.01",PRESENTATION
0001193125-23-139053,0001671858,"ARS Pharmaceuticals, Inc.",2023-05-09,2023-05-09T09:12:20-04:00,False,"7.01,9.01",REGULATORY
0001193125-23-068584,0001671858,"ARS Pharmaceuticals, Inc.",2023-03-13,2023-03-13T09:26:06-04:00,False,"7.01,9.01",PRESENTATION
0001193125-23-036914,0001671858,"ARS Pharmaceuticals, Inc.",2023-02-14,2023-02-14T06:12:16-05:00,False,"2.02,7.01,9.01",PRESENTATION
0001193125-22-299482,0001671858,"ARS Pharmaceuticals, Inc.",2022-12-06,2022-12-06T17:07:27-05:00,True,"7.01,9.01",PRESENTATION
0001193125-21-274662,0001671858,"ARS Pharmaceuticals, Inc.",2021-09-16,2021-09-16T07:37:13-04:00,False,"7.01,9.01",PRESENTATION
0001193125-21-270925,0001671858,"ARS Pharmaceuticals, Inc.",2021-09-13,2021-09-13T08:06:03-04:00,False,"7.01,9.01",CLINICAL
0001104659-25-087286,0001855644,Zura Bio Ltd,2025-09-04,2025-09-04T06:32:35-04:00,False,"7.01,9.01",PRESENTATION
0001104659-25-080521,0001855644,Zura Bio Ltd,2025-08-20,2025-08-20T07:03:35-04:00,False,"7.01,9.01",PRESENTATION
0001104659-25-064427,0001855644,Zura Bio Ltd,2025-07-01,2025-07-01T07:47:29-04:00,False,"5.02,7.01,9.01",OTHER
0001104659-25-056205,0001855644,Zura Bio Ltd,2025-06-04,2025-06-04T06:30:40-04:00,False,"7.01,9.01",PRESENTATION
0001104659-25-052682,0001855644,Zura Bio Ltd,2025-05-27,2025-05-27T06:45:30-04:00,False,"7.01,9.01",PRESENTATION
0001104659-25-050715,0001855644,Zura Bio Ltd,2025-05-20,2025-05-20T06:35:21-04:00,False,"7.01,9.01",CLINICAL
0001104659-25-027815,0001855644,Zura Bio Ltd,2025-03-25,2025-03-25T16:59:38-04:00,True,"7.01,9.01",PRESENTATION
0001104659-25-016345,0001855644,Zura Bio Ltd,2025-02-24,2025-02-24T06:45:32-05:00,False,"7.01,9.01",PRESENTATION
0001104659-25-002833,0001855644,Zura Bio Ltd,2025-01-13,2025-01-13T06:45:39-05:00,False,"7.01,9.01",PRESENTATION
0001104659-24-131037,0001855644,Zura Bio Ltd,2024-12-23,2024-12-23T06:45:28-05:00,False,"7.01,9.01",CLINICAL
0001104659-24-122350,0001855644,Zura Bio Ltd,2024-11-25,2024-11-25T06:45:19-05:00,False,"7.01,9.01",OTHER
0001104659-24-119079,0001855644,Zura Bio Ltd,2024-11-14,2024-11-14T16:45:45-05:00,True,"7.01,9.01",REGULATORY
0001104659-24-112402,0001855644,Zura Bio Ltd,2024-10-30,2024-10-30T06:50:20-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-098158,0001855644,Zura Bio Ltd,2024-09-09,2024-09-09T16:22:58-04:00,True,"7.01,9.01",PRESENTATION
0001104659-24-095960,0001855644,Zura Bio Ltd,2024-09-03,2024-09-03T06:30:27-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-089167,0001855644,Zura Bio Ltd,2024-08-14,2024-08-14T06:10:47-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-071445,0001855644,Zura Bio Ltd,2024-06-14,2024-06-14T06:04:41-04:00,False,"7.01,9.01",CLINICAL
0001104659-24-068813,0001855644,Zura Bio Ltd,2024-06-06,2024-06-06T06:03:04-04:00,False,"7.01,9.01",OTHER
0001104659-24-067368,0001855644,Zura Bio Ltd,2024-06-03,2024-06-03T06:02:36-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-065741,0001855644,Zura Bio Ltd,2024-05-29,2024-05-29T06:05:16-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-050169,0001855644,Zura Bio Ltd,2024-04-23,2024-04-22T20:21:55-04:00,True,"1.01,3.02,7.01,8.01,9.01",PRESENTATION
0001104659-24-044442,0001855644,Zura Bio Ltd,2024-04-08,2024-04-08T06:04:51-04:00,False,"7.01,9.01",OTHER
0001104659-24-032636,0001855644,Zura Bio Ltd,2024-03-11,2024-03-11T06:04:53-04:00,False,"7.01,9.01",PRESENTATION
0001104659-24-030193,0001855644,Zura Bio Ltd,2024-03-04,2024-03-04T06:03:09-05:00,False,"7.01,9.01",PRESENTATION
0001104659-24-009658,0001855644,Zura Bio Ltd,2024-02-02,2024-02-02T06:02:07-05:00,False,"7.01,9.01",PRESENTATION
0001104659-24-003374,0001855644,Zura Bio Ltd,2024-01-11,2024-01-11T17:25:15-05:00,True,"7.01,9.01",PRESENTATION
0001104659-24-001984,0001855644,Zura Bio Ltd,2024-01-08,2024-01-08T06:03:32-05:00,False,"5.02,7.01,9.01",OTHER
0001104659-24-000494,0001855644,Zura Bio Ltd,2024-01-03,2024-01-03T06:04:01-05:00,False,"7.01,9.01",PRESENTATION
0001104659-23-122982,0001855644,Zura Bio Ltd,2023-12-04,2023-12-04T06:06:24-05:00,False,"7.01,9.01",PRESENTATION
0001104659-23-117491,0001855644,Zura Bio Ltd,2023-11-14,2023-11-14T06:02:27-05:00,False,"7.01,9.01",OTHER
0001104659-23-111447,0001855644,Zura Bio Ltd,2023-10-25,2023-10-25T16:30:24-04:00,True,"7.01,9.01",PRESENTATION
0001104659-23-100797,0001855644,Zura Bio Ltd,2023-09-14,2023-09-14T16:23:38-04:00,True,"7.01,9.01",OTHER
0001104659-23-084834,0001855644,Zura Bio Ltd,2023-07-27,2023-07-27T17:07:15-04:00,True,"7.01,9.01",PRESENTATION
0001104659-23-074042,0001855644,Zura Bio Ltd,2023-06-23,2023-06-23T08:30:34-04:00,False,"7.01,9.01",OTHER
0001104659-23-071336,0001855644,Zura Bio Ltd,2023-06-15,2023-06-14T21:31:00-04:00,True,"7.01,9.01",PRESENTATION
0001104659-23-068333,0001855644,Zura Bio Ltd,2023-06-06,2023-06-06T08:00:21-04:00,False,"3.02,7.01,9.01",OTHER
0001104659-23-050799,0001855644,Zura Bio Ltd,2023-04-27,2023-04-27T08:53:39-04:00,False,"7.01,9.01",OTHER
0001104659-23-045620,0001855644,Zura Bio Ltd,2023-04-14,2023-04-14T16:30:50-04:00,True,"7.01,9.01",OTHER
0001104659-23-037779,0001855644,Zura Bio Ltd,2023-03-28,2023-03-28T17:11:51-04:00,True,"7.01,8.01,9.01",OTHER
0001104659-23-034751,0001855644,Zura Bio Ltd,2023-03-21,2023-03-21T09:24:14-04:00,False,"7.01,9.01",OTHER
0001104659-23-033380,0001855644,Zura Bio Ltd,2023-03-16,2023-03-16T17:24:05-04:00,True,"5.07,7.01,9.01",OTHER
0001104659-23-032379,0001855644,Zura Bio Ltd,2023-03-15,2023-03-14T17:32:29-04:00,True,"7.01,8.01,9.01",OTHER
0001104659-23-027962,0001855644,Zura Bio Ltd,2023-03-02,2023-03-02T16:41:29-05:00,True,"7.01,9.01",OTHER
0001104659-22-072223,0001855644,Zura Bio Ltd,2022-06-17,2022-06-17T09:27:19-04:00,False,"1.01,3.02,7.01,9.01",OTHER
0001104659-21-093483,0001855644,Zura Bio Ltd,2021-07-19,2021-07-19T16:32:23-04:00,True,"1.01,3.02,5.03,7.01,9.01",OTHER
0001193125-25-275902,0001817241,"Artiva Biotherapeutics, Inc.",2025-11-12,2025-11-12T07:22:26-05:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-25-290003,0001285550,"ClearPoint Neuro, Inc.",2025-11-20,2025-11-20T17:08:53-05:00,True,"1.01,2.01,3.02,7.01,9.01",OTHER
0001193125-25-270019,0001285550,"ClearPoint Neuro, Inc.",2025-11-06,2025-11-06T16:57:14-05:00,True,"2.02,7.01,9.01",OTHER
0001193125-25-269992,0001285550,"ClearPoint Neuro, Inc.",2025-11-06,2025-11-06T16:52:00-05:00,True,"1.01,7.01,9.01",OTHER
0001285550-25-000010,0001285550,"ClearPoint Neuro, Inc.",2025-08-12,2025-08-12T16:05:43-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-25-070346,0001285550,"ClearPoint Neuro, Inc.",2025-05-13,2025-05-13T16:10:39-04:00,True,"2.02,7.01,9.01",OTHER
0000950170-25-027716,0001285550,"ClearPoint Neuro, Inc.",2025-02-26,2025-02-26T16:05:29-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-24-000120,0001285550,"ClearPoint Neuro, Inc.",2024-11-07,2024-11-07T16:07:25-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-24-000107,0001285550,"ClearPoint Neuro, Inc.",2024-08-26,2024-08-26T16:06:23-04:00,True,"7.01,9.01",OTHER
0001285550-24-000097,0001285550,"ClearPoint Neuro, Inc.",2024-08-07,2024-08-07T16:05:59-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-24-000049,0001285550,"ClearPoint Neuro, Inc.",2024-05-07,2024-05-07T16:05:59-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-24-000030,0001285550,"ClearPoint Neuro, Inc.",2024-03-12,2024-03-12T16:05:31-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-24-000016,0001285550,"ClearPoint Neuro, Inc.",2024-01-08,2024-01-08T16:07:25-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000114,0001285550,"ClearPoint Neuro, Inc.",2023-11-09,2023-11-09T16:05:50-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000096,0001285550,"ClearPoint Neuro, Inc.",2023-08-08,2023-08-08T16:06:36-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000045,0001285550,"ClearPoint Neuro, Inc.",2023-05-11,2023-05-11T16:06:15-04:00,True,"2.02,7.01,9.01",OTHER
0001285550-23-000010,0001285550,"ClearPoint Neuro, Inc.",2023-01-11,2023-01-11T08:01:24-05:00,False,"2.02,7.01,9.01",OTHER
0001285550-22-000076,0001285550,"ClearPoint Neuro, Inc.",2022-11-08,2022-11-08T16:05:16-05:00,True,"2.02,7.01,9.01",OTHER
0001285550-22-000054,0001285550,"ClearPoint Neuro, Inc.",2022-09-20,2022-09-20T16:07:33-04:00,True,"5.02,7.01,9.01",OTHER
0001285550-22-000041,0001285550,"ClearPoint Neuro, Inc.",2022-08-09,2022-08-09T16:16:28-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000305,0001285550,"ClearPoint Neuro, Inc.",2022-05-11,2022-05-11T16:05:35-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000133,0001285550,"ClearPoint Neuro, Inc.",2022-02-15,2022-02-15T16:05:27-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-22-000126,0001285550,"ClearPoint Neuro, Inc.",2022-02-14,2022-02-14T16:05:28-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-21-000516,0001285550,"ClearPoint Neuro, Inc.",2021-11-09,2021-11-09T16:07:36-05:00,True,"2.02,7.01,9.01",OTHER
0001171520-21-000432,0001285550,"ClearPoint Neuro, Inc.",2021-11-02,2021-11-02T16:42:42-04:00,True,"5.02,7.01,9.01",OTHER
0001171520-21-000344,0001285550,"ClearPoint Neuro, Inc.",2021-08-10,2021-08-10T16:06:02-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-21-000304,0001285550,"ClearPoint Neuro, Inc.",2021-07-15,2021-07-15T16:40:22-04:00,True,"5.02,7.01,9.01",OTHER
0001171520-21-000229,0001285550,"ClearPoint Neuro, Inc.",2021-06-04,2021-06-04T07:30:05-04:00,False,"5.07,7.01,9.01",OTHER
0001171520-21-000210,0001285550,"ClearPoint Neuro, Inc.",2021-05-25,2021-05-25T08:00:31-04:00,False,"7.01,9.01",NO_TEXT
0001171520-21-000201,0001285550,"ClearPoint Neuro, Inc.",2021-05-12,2021-05-12T08:00:24-04:00,False,"7.01,9.01",NO_TEXT
0001171520-21-000165,0001285550,"ClearPoint Neuro, Inc.",2021-04-13,2021-04-13T16:12:38-04:00,True,"5.02,7.01,9.01",OTHER
0001171520-21-000094,0001285550,"ClearPoint Neuro, Inc.",2021-02-19,2021-02-19T17:00:53-05:00,True,"1.01,7.01,9.01",NO_TEXT
0001171520-21-000039,0001285550,"ClearPoint Neuro, Inc.",2021-02-05,2021-02-05T08:08:26-05:00,False,"5.02,7.01,9.01",OTHER
0001171520-20-000486,0001285550,"ClearPoint Neuro, Inc.",2020-12-29,2020-12-29T16:24:08-05:00,True,"1.01,2.03,3.02,7.01,9.01",OTHER
0001171520-20-000451,0001285550,"ClearPoint Neuro, Inc.",2020-11-10,2020-11-10T16:10:24-05:00,True,"2.02,7.01,9.01",OTHER
0001420506-20-001011,0001285550,"ClearPoint Neuro, Inc.",2020-09-14,2020-09-14T16:22:11-04:00,True,"5.02,7.01,9.01",OTHER
0001171520-20-000364,0001285550,"ClearPoint Neuro, Inc.",2020-08-12,2020-08-12T16:08:44-04:00,True,"2.02,7.01,9.01",OTHER
0001171520-20-000230,0001285550,"ClearPoint Neuro, Inc.",2020-05-20,2020-05-20T16:08:16-04:00,True,"7.01,9.01",NO_TEXT
0001171520-20-000222,0001285550,"ClearPoint Neuro, Inc.",2020-05-13,2020-05-13T06:05:06-04:00,False,"2.02,7.01,9.01",OTHER
0001171520-20-000182,0001285550,"ClearPoint Neuro, Inc.",2020-04-17,2020-04-17T08:17:51-04:00,False,"5.02,7.01,9.01",OTHER
0001171520-20-000178,0001285550,"ClearPoint Neuro, Inc.",2020-04-16,2020-04-16T08:05:05-04:00,False,"2.02,7.01,9.01",OTHER
0001171520-20-000124,0001285550,"ClearPoint Neuro, Inc.",2020-02-14,2020-02-14T09:01:39-05:00,False,"7.01,9.01",OTHER
0001171520-20-000061,0001285550,"ClearPoint Neuro, Inc.",2020-02-12,2020-02-12T08:00:29-05:00,False,"5.03,7.01,9.01",OTHER
0001171520-20-000041,0001285550,"ClearPoint Neuro, Inc.",2020-01-29,2020-01-29T16:42:25-05:00,True,"1.01,2.03,3.02,7.01,9.01",OTHER
0001171520-20-000014,0001285550,"ClearPoint Neuro, Inc.",2020-01-13,2020-01-13T08:05:12-05:00,False,"1.01,2.02,2.03,3.02,7.01,9.01",OTHER
0001171520-19-000351,0001285550,"ClearPoint Neuro, Inc.",2019-12-09,2019-12-09T16:27:09-05:00,True,"7.01,9.01",NO_TEXT
0001171520-19-000341,0001285550,"ClearPoint Neuro, Inc.",2019-11-26,2019-11-26T08:00:09-05:00,False,"3.01,7.01,9.01",OTHER
0001534424-19-000248,0001285550,"ClearPoint Neuro, Inc.",2019-08-28,2019-08-28T17:00:24-04:00,True,"7.01,9.01",NO_TEXT
0001534424-19-000225,0001285550,"ClearPoint Neuro, Inc.",2019-08-06,2019-08-06T16:08:35-04:00,True,"5.02,7.01,9.01",OTHER
0001534424-19-000188,0001285550,"ClearPoint Neuro, Inc.",2019-07-01,2019-07-01T08:11:29-04:00,False,"7.01,9.01",OTHER
0001534424-19-000147,0001285550,"ClearPoint Neuro, Inc.",2019-05-17,2019-05-17T16:10:20-04:00,True,"1.01,3.02,5.02,7.01,8.01,9.01",OTHER
0001534424-19-000135,0001285550,"ClearPoint Neuro, Inc.",2019-05-09,2019-05-09T16:09:46-04:00,True,"1.01,3.02,5.02,7.01,9.01",OTHER
0001534424-19-000086,0001285550,"ClearPoint Neuro, Inc.",2019-03-11,2019-03-11T16:05:21-04:00,True,"2.02,7.01,9.01",OTHER
0001104659-25-118934,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-12-05,2025-12-05T17:07:48-05:00,True,"7.01,8.01,9.01",OTHER
0001104659-25-117981,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-12-03,2025-12-03T09:29:14-05:00,False,"7.01,9.01",CLINICAL
0001104659-25-117947,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-12-03,2025-12-03T07:21:12-05:00,False,"7.01,8.01,9.01",CLINICAL
0001558370-25-009186,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-07-11,2025-07-11T06:35:49-04:00,False,"7.01,9.01",REGULATORY
0001558370-25-002097,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-03-04,2025-03-04T07:05:10-05:00,False,"7.01,9.01",REGULATORY
0001558370-24-013357,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-10-17,2024-10-17T06:01:22-04:00,False,"1.01,7.01,9.01",OTHER
0001558370-24-013207,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-10-09,2024-10-09T09:16:15-04:00,False,"7.01,8.01,9.01",REGULATORY
0001558370-24-012983,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-09-24,2024-09-24T16:01:21-04:00,True,"7.01,9.01",REGULATORY
0001558370-24-012836,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-09-17,2024-09-17T09:15:10-04:00,False,"1.01,3.02,7.01,9.01",OTHER
0001558370-24-006020,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-04-29,2024-04-29T09:25:17-04:00,False,"7.01,9.01",PRESENTATION
0001558370-23-016171,0001133869,"CAPRICOR THERAPEUTICS, INC.",2023-09-29,2023-09-29T17:00:37-04:00,True,"1.01,7.01,9.01",OTHER
0001558370-23-016149,0001133869,"CAPRICOR THERAPEUTICS, INC.",2023-09-29,2023-09-29T07:30:29-04:00,False,"7.01,8.01,9.01",REGULATORY
0001558370-22-010449,0001133869,"CAPRICOR THERAPEUTICS, INC.",2022-06-29,2022-06-29T17:00:26-04:00,True,"7.01,9.01",CLINICAL
0001104659-21-119139,0001133869,"CAPRICOR THERAPEUTICS, INC.",2021-09-24,2021-09-24T11:31:00-04:00,False,"7.01,8.01,9.01",CLINICAL
0001104659-21-034985,0001133869,"CAPRICOR THERAPEUTICS, INC.",2021-03-11,2021-03-11T16:01:13-05:00,True,"2.02,7.01,9.01",OTHER
0001104659-20-066994,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-28,2020-05-28T15:00:37-04:00,False,"7.01,9.01",INVALID:I'd be happy to help classify this SEC 
0001104659-20-062419,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-15,2020-05-15T14:00:39-04:00,False,"7.01,9.01",PRESENTATION
0001104659-20-060930,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-13,2020-05-13T17:03:12-04:00,True,"7.01,9.01",CLINICAL
0001104659-20-031538,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-03-11,2020-03-10T20:38:49-04:00,True,"7.01,9.01",PRESENTATION
0001104659-19-073161,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-12-17,2019-12-16T20:07:34-05:00,True,"7.01,9.01",PRESENTATION
0001104659-19-064252,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-11-14,2019-11-14T16:30:51-05:00,True,"7.01,9.01",PRESENTATION
0001144204-19-047446,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-10-07,2019-10-07T10:25:34-04:00,False,"7.01,9.01",CLINICAL
0001144204-19-034770,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-07-16,2019-07-16T06:02:09-04:00,False,"7.01,9.01",PRESENTATION
0001725160-25-000159,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-11-10,2025-11-10T16:11:02-05:00,True,"2.02,7.01,9.01",OTHER
0001725160-25-000154,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-08-26,2025-08-26T16:08:57-04:00,True,"5.02,7.01,9.01",OTHER
0001725160-25-000147,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-08-06,2025-08-06T16:08:42-04:00,True,"2.02,7.01",OTHER
0001725160-25-000119,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-06-02,2025-06-02T06:02:38-04:00,False,"7.01,9.01",CLINICAL
0001725160-25-000108,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-05-20,2025-05-20T06:01:40-04:00,False,"7.01,9.01",PRESENTATION
0001725160-25-000082,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-04-28,2025-04-28T06:02:15-04:00,False,"7.01,9.01",PRESENTATION
0001628280-25-012899,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-03-17,2025-03-17T06:13:38-04:00,False,"7.01,9.01",CLINICAL
0001725160-25-000013,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-01-29,2025-01-29T09:18:14-05:00,False,"7.01,8.01,9.01",PRESENTATION
0001725160-25-000006,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-01-28,2025-01-28T16:07:25-05:00,True,"2.05,7.01,8.01,9.01",OTHER
0001725160-24-000177,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-11-13,2024-11-13T08:06:01-05:00,False,"5.02,7.01,9.01",OTHER
0001725160-24-000161,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-09-16,2024-09-16T07:02:19-04:00,False,"7.01,8.01,9.01",REGULATORY
0001725160-24-000131,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-06-03,2024-06-03T07:00:53-04:00,False,"7.01,9.01",PRESENTATION
0001725160-24-000082,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-04-09,2024-04-09T16:30:50-04:00,True,"7.01,9.01",PRESENTATION
0001725160-24-000012,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-01-25,2024-01-25T07:03:19-05:00,False,"3.01,5.02,7.01,9.01",OTHER
0001725160-24-000007,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-01-08,2024-01-08T07:03:29-05:00,False,"7.01,8.01,9.01",OTHER
0001725160-23-000195,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-11-06,2023-11-06T09:04:15-05:00,False,"2.02,7.01,9.01",OTHER
0001725160-23-000161,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-09-13,2023-09-13T07:00:34-04:00,False,"7.01,9.01",PRESENTATION
